driveline,hybrid,city.mpg,fuel.type,highway.mpg,class,make,year,horsepower,torque
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Front-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Mitsubishi,2012,265,262
Front-wheel drive,TRUE,20,Gasoline,28,Automatic transmission,Mitsubishi,2012,162,162
Front-wheel drive,TRUE,20,Gasoline,28,Automatic transmission,Mitsubishi,2012,162,162
Front-wheel drive,TRUE,20,Gasoline,28,Manual transmission,Mitsubishi,2012,162,162
Front-wheel drive,TRUE,20,Gasoline,28,Automatic transmission,Mitsubishi,2012,162,162
Front-wheel drive,TRUE,20,Gasoline,28,Automatic transmission,Mitsubishi,2011,162,162
Front-wheel drive,TRUE,20,Gasoline,28,Manual transmission,Mitsubishi,2011,162,162
Front-wheel drive,TRUE,20,Gasoline,28,Automatic transmission,Mitsubishi,2011,162,162
Front-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Mitsubishi,2011,265,262
Front-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Mitsubishi,2010,265,262
Front-wheel drive,TRUE,20,Gasoline,28,Manual transmission,Mitsubishi,2010,162,162
Front-wheel drive,TRUE,20,Gasoline,27,Automatic transmission,Mitsubishi,2010,162,162
Front-wheel drive,TRUE,20,Gasoline,27,Automatic transmission,Mitsubishi,2010,162,162
Front-wheel drive,TRUE,16,Gasoline,25,Manual transmission,Mitsubishi,2010,265,262
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Front-wheel drive,TRUE,22,Gasoline,28,Automatic transmission,Toyota,2010,179,172
Four-wheel drive,TRUE,21,Gasoline,27,Automatic transmission,Toyota,2010,179,172
Front-wheel drive,TRUE,19,Gasoline,27,Automatic transmission,Toyota,2010,269,246
Four-wheel drive,TRUE,19,Gasoline,26,Automatic transmission,Toyota,2010,269,246
Front-wheel drive,TRUE,22,Gasoline,28,Automatic transmission,Toyota,2010,179,172
Four-wheel drive,TRUE,21,Gasoline,27,Automatic transmission,Toyota,2010,179,172
Front-wheel drive,TRUE,19,Gasoline,27,Automatic transmission,Toyota,2010,269,246
Four-wheel drive,TRUE,19,Gasoline,26,Automatic transmission,Toyota,2010,269,246
Front-wheel drive,TRUE,22,Gasoline,28,Automatic transmission,Toyota,2010,179,172
Four-wheel drive,TRUE,21,Gasoline,27,Automatic transmission,Toyota,2010,179,172
Front-wheel drive,TRUE,19,Gasoline,27,Automatic transmission,Toyota,2010,269,246
Four-wheel drive,TRUE,19,Gasoline,26,Automatic transmission,Toyota,2010,269,246
Front-wheel drive,TRUE,20,Gasoline,27,Automatic transmission,Mitsubishi,2012,162,162
Front-wheel drive,TRUE,20,Gasoline,27,Automatic transmission,Mitsubishi,2012,162,162
Front-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Mitsubishi,2012,265,262
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Front-wheel drive,TRUE,20,Gasoline,27,Automatic transmission,Mitsubishi,2011,162,162
Front-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Mitsubishi,2011,265,262
Front-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Mitsubishi,2010,265,262
Front-wheel drive,TRUE,19,Gasoline,26,Automatic transmission,Mitsubishi,2010,162,162
Front-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Mitsubishi,2011,225,255
Front-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Mitsubishi,2011,225,255
All-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Mitsubishi,2011,225,255
Front-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Mitsubishi,2010,225,255
Front-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Mitsubishi,2010,225,255
All-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Mitsubishi,2010,225,255
Front-wheel drive,TRUE,21,Gasoline,30,Automatic transmission,Mitsubishi,2011,160,157
Front-wheel drive,TRUE,21,Gasoline,30,Automatic transmission,Mitsubishi,2011,160,157
Front-wheel drive,TRUE,21,Gasoline,30,Automatic transmission,Mitsubishi,2010,160,157
Front-wheel drive,TRUE,21,Gasoline,30,Automatic transmission,Mitsubishi,2010,160,157
Rear-wheel drive,TRUE,14,Gasoline,19,Manual transmission,Cadillac,2011,556,551
Rear-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Cadillac,2011,556,551
Front-wheel drive,TRUE,24,Gasoline,33,Manual transmission,Mitsubishi,2011,148,146
Front-wheel drive,TRUE,24,Gasoline,33,Manual transmission,Mitsubishi,2011,148,146
Front-wheel drive,TRUE,22,Gasoline,31,Manual transmission,Mitsubishi,2011,168,167
Front-wheel drive,TRUE,22,Gasoline,31,Manual transmission,Mitsubishi,2010,152,146
Front-wheel drive,TRUE,20,Gasoline,28,Manual transmission,Mitsubishi,2010,168,167
Front-wheel drive,TRUE,22,Gasoline,31,Manual transmission,Mitsubishi,2010,152,146
All-wheel drive,TRUE,16,Gasoline,21,Automatic transmission,Hyundai,2010,260,257
Rear-wheel drive,TRUE,14,Gasoline,19,Manual transmission,Cadillac,2010,556,551
Rear-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Cadillac,2010,556,551
Rear-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Cadillac,2011,556,551
Rear-wheel drive,TRUE,14,Gasoline,19,Manual transmission,Cadillac,2011,556,551
Rear-wheel drive,TRUE,14,Gasoline,19,Manual transmission,Cadillac,2011,556,551
Rear-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Cadillac,2011,556,551
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Cadillac,2011,270,223
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2011,270,223
All-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2011,270,223
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Cadillac,2011,270,223
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2011,270,223
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2011,270,223
All-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2011,270,223
Rear-wheel drive,TRUE,16,Gasoline,25,Manual transmission,Cadillac,2011,304,273
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2011,304,273
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2010,270,223
Rear-wheel drive,TRUE,16,Gasoline,25,Manual transmission,Cadillac,2011,304,273
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2011,304,273
All-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2011,304,273
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Cadillac,2010,270,223
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Toyota,2011,310,327
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Toyota,2011,310,327
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Toyota,2011,381,401
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Toyota,2011,381,401
Rear-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Toyota,2011,381,401
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Toyota,2011,381,401
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Toyota,2011,381,401
Rear-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Toyota,2011,381,401
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Toyota,2011,381,401
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Toyota,2011,381,401
Rear-wheel drive,TRUE,17,Gasoline,26,Manual transmission,BMW Motorrad,2010,230,200
Rear-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,BMW,2010,300,300
Rear-wheel drive,TRUE,17,Gasoline,26,Manual transmission,BMW,2010,300,300
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,BMW Motorrad,2010,230,200
Rear-wheel drive,TRUE,17,Gasoline,24,Automatic transmission,Infiniti,2009,297,253
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Infiniti,2009,297,253
Rear-wheel drive,TRUE,17,Gasoline,24,Automatic transmission,Infiniti,2009,297,253
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Infiniti,2009,297,253
Rear-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Mercedes,2011,382,391
Rear-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Mercedes,2011,268,258
Rear-wheel drive,TRUE,17,Gasoline,26,Manual transmission,BMW Motorrad,2011,230,200
Rear-wheel drive,TRUE,19,Gasoline,28,Automatic transmission,BMW,2011,300,300
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,BMW Motorrad,2011,230,200
Rear-wheel drive,TRUE,18,Gasoline,26,Manual transmission,BMW,2011,320,332
Rear-wheel drive,TRUE,19,Gasoline,28,Manual transmission,BMW,2011,300,300
Rear-wheel drive,TRUE,17,Gasoline,24,Automatic transmission,Infiniti,2010,297,253
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Infiniti,2010,297,253
Rear-wheel drive,TRUE,17,Gasoline,24,Automatic transmission,Infiniti,2010,297,253
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Infiniti,2010,297,253
Rear-wheel drive,TRUE,15,Gasoline,23,Automatic transmission,Mercedes,2010,382,391
Rear-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,Mercedes,2010,268,258
Rear-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,Mercedes,2011,268,258
Rear-wheel drive,TRUE,15,Gasoline,23,Automatic transmission,Mercedes,2011,382,391
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
All-wheel drive,TRUE,17,Gasoline,24,Automatic transmission,Mercedes,2010,268,258
All-wheel drive,TRUE,15,Gasoline,23,Automatic transmission,Mercedes,2010,382,391
Rear-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Mercedes,2010,382,391
Rear-wheel drive,TRUE,18,Gasoline,26,Automatic transmission,Mercedes,2010,268,258
Rear-wheel drive,TRUE,13,Gasoline,20,Automatic transmission,AMG,2010,518,465
Rear-wheel drive,TRUE,18,Gasoline,28,Manual transmission,BMW Motorrad,2010,230,200
All-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,BMW,2010,300,300
All-wheel drive,TRUE,17,Gasoline,25,Manual transmission,BMW Motorrad,2010,230,200
Rear-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,BMW,2010,300,300
Rear-wheel drive,TRUE,17,Gasoline,26,Manual transmission,BMW,2010,300,300
Rear-wheel drive,TRUE,18,Gasoline,28,Automatic transmission,BMW Motorrad,2010,230,200
All-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,BMW Motorrad,2010,230,200
All-wheel drive,TRUE,16,Gasoline,25,Manual transmission,BMW,2010,300,300
Rear-wheel drive,TRUE,14,Gasoline,21,Manual transmission,Chevrolet,2012,638,604
Rear-wheel drive,TRUE,14,Gasoline,21,Manual transmission,Chevrolet,2012,638,604
Rear-wheel drive,TRUE,14,Gasoline,20,Manual transmission,Chevrolet,2011,638,604
Rear-wheel drive,TRUE,14,Gasoline,20,Manual transmission,Chevrolet,2011,638,604
Rear-wheel drive,TRUE,14,Gasoline,20,Manual transmission,Chevrolet,2010,638,604
Rear-wheel drive,TRUE,14,Gasoline,20,Manual transmission,Chevrolet,2010,638,604
Front-wheel drive,TRUE,21,Gasoline,28,Manual transmission,Nissan,2011,200,180
Front-wheel drive,TRUE,24,Gasoline,31,Manual transmission,Nissan,2011,140,147
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
All-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,BMW,2011,300,300
Rear-wheel drive,TRUE,18,Gasoline,28,Automatic transmission,BMW Motorrad,2011,230,200
All-wheel drive,TRUE,17,Gasoline,25,Manual transmission,BMW Motorrad,2011,230,200
Rear-wheel drive,TRUE,19,Gasoline,28,Automatic transmission,BMW,2011,300,300
Rear-wheel drive,TRUE,18,Gasoline,28,Manual transmission,BMW Motorrad,2011,230,200
All-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,BMW Motorrad,2011,230,200
Rear-wheel drive,TRUE,18,Gasoline,26,Manual transmission,BMW,2011,320,332
All-wheel drive,TRUE,19,Gasoline,26,Manual transmission,BMW,2011,300,300
Rear-wheel drive,TRUE,19,Gasoline,28,Manual transmission,BMW,2011,300,300
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,23,Automatic transmission,Mercedes,2011,382,391
All-wheel drive,TRUE,15,Gasoline,23,Automatic transmission,Mercedes,2011,382,391
Rear-wheel drive,TRUE,17,Gasoline,24,Automatic transmission,Mercedes,2011,268,258
Rear-wheel drive,TRUE,13,Gasoline,20,Automatic transmission,AMG,2011,518,465
Rear-wheel drive,TRUE,22,Diesel fuel,33,Automatic transmission,Mercedes,2011,210,400
All-wheel drive,TRUE,17,Gasoline,24,Automatic transmission,Mercedes,2011,268,258
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Mercedes,2011,268,258
Four-wheel drive,TRUE,11,Gasoline,15,Automatic transmission,Mercedes,2010,382,391
Four-wheel drive,TRUE,11,Gasoline,15,Automatic transmission,Mercedes-AMG,2010,500,516
Four-wheel drive,TRUE,11,Gasoline,15,Automatic transmission,Mercedes,2011,382,391
All-wheel drive,TRUE,11,Gasoline,13,Automatic transmission,Mercedes-AMG,2011,500,516
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2012,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2011,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,15,Gasoline,25,Automatic transmission,Chevrolet,2010,430,424
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Cadillac,2010,270,223
All-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2010,270,223
Rear-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Cadillac,2011,403,417
Rear-wheel drive,TRUE,16,Gasoline,26,Manual transmission,Cadillac,2010,270,223
All-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2010,270,223
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2010,270,223
All-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2010,270,223
Rear-wheel drive,TRUE,16,Gasoline,25,Manual transmission,Cadillac,2010,304,273
All-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2010,304,273
Rear-wheel drive,TRUE,16,Gasoline,25,Manual transmission,Cadillac,2010,304,273
All-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2010,304,273
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2010,304,273
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Cadillac,2010,304,273
All-wheel drive,TRUE,17,Gasoline,23,Manual transmission,Mitsubishi,2011,291,300
All-wheel drive,TRUE,16,Gasoline,22,Manual transmission,Mitsubishi,2010,291,300
Front-wheel drive,TRUE,24,Gasoline,32,Manual transmission,Mitsubishi,2011,148,145
Front-wheel drive,TRUE,22,Gasoline,31,Manual transmission,Mitsubishi,2011,168,167
